symbol,Date,Open,High,Low,avg_sentiment_score
AAPL,2024-02-28,182.50999450683594,183.1199951171875,180.1300048828125,-0.0845238095238095
AAPL,2024-02-29,181.27000427246094,182.57000732421875,179.52999877929688,0.0666666666666666
AAPL,2024-03-01,179.5500030517578,180.52999877929688,177.3800048828125,0.125
AAPL,2024-03-04,176.14999389648438,176.89999389648438,173.7899932861328,0.1012987012987012
AAPL,2024-03-05,170.75999450683594,172.0399932861328,169.6199951171875,0.0227272727272727
AAPL,2024-03-06,171.05999755859375,171.24000549316406,168.67999267578125,0.12
AAPL,2024-03-07,169.14999389648438,170.72999572753906,168.49000549316406,0.298469387755102
AAPL,2024-03-11,172.94000244140625,174.3800048828125,172.0500030517578,0.0666666666666666
AAPL,2024-03-12,173.14999389648438,174.02999877929688,171.00999450683594,0.0113636363636363
AAPL,2024-03-13,172.77000427246094,173.19000244140625,170.75999450683594,0.0
AAPL,2024-03-18,175.57000732421875,177.7100067138672,173.52000427246094,0.2333333333333333
AAPL,2024-03-19,174.33999633789062,176.61000061035156,173.02999877929688,0.025
AAPL,2024-03-20,175.72000122070312,178.6699981689453,175.08999633789062,0.346590909090909
AAPL,2024-03-21,177.0500030517578,177.49000549316406,170.83999633789062,-0.0199999999999999
AAPL,2024-03-22,171.75999450683594,173.0500030517578,170.05999755859375,0.1666666666666666
AAPL,2024-03-26,170.0,171.4199981689453,169.5800018310547,0.0892857142857142
GOOGL,2024-02-28,137.89999389648438,138.00999450683594,135.41000366210938,-0.04375
GOOGL,2024-02-29,137.27999877929688,138.86000061035156,136.39999389648438,0.1672727272727272
GOOGL,2024-03-01,138.42999267578125,138.8699951171875,136.9199981689453,0.0909090909090909
GOOGL,2024-03-04,135.66000366210938,135.66000366210938,131.91000366210938,0.2331168831168831
GOOGL,2024-03-05,131.8800048828125,133.24000549316406,130.6699981689453,0.096590909090909
GOOGL,2024-03-06,133.1199951171875,133.5800018310547,130.85000610351562,0.0
GOOGL,2024-03-07,132.7899932861328,134.94000244140625,131.61000061035156,0.1218885281385281
GOOGL,2024-03-08,134.2100067138672,138.08999633789062,134.0,0.0
GOOGL,2024-03-11,136.1300048828125,139.10000610351562,136.1300048828125,0.0
GOOGL,2024-03-12,137.02999877929688,139.3800048828125,137.02999877929688,0.0555555555555555
GOOGL,2024-03-13,139.0,141.08999633789062,138.99000549316406,0.3670454545454545
GOOGL,2024-03-14,141.19000244140625,143.58999633789062,140.4600067138672,0.0083333333333333
GOOGL,2024-03-15,142.5,143.17999267578125,140.02999877929688,0.0712121212121212
GOOGL,2024-03-18,148.61000061035156,152.14999389648438,147.1699981689453,0.3
GOOGL,2024-03-19,148.16000366210938,148.7899932861328,146.0800018310547,0.0
GOOGL,2024-03-20,148.0,148.86000061035156,146.74000549316406,0.0666666666666666
GOOGL,2024-03-21,149.47000122070312,150.3699951171875,146.89999389648438,0.075
GOOGL,2024-03-22,149.1199951171875,151.5800018310547,148.97999572753906,0.0681818181818181
GOOGL,2024-03-25,149.94000244140625,150.3800048828125,147.82000732421875,0.005
GOOGL,2024-03-26,150.22000122070312,152.25999450683594,149.97999572753906,-0.0999999999999999
AMZN,2024-02-28,172.44000244140625,174.0500030517578,172.27000427246094,0.2571428571428571
AMZN,2024-02-29,173.00999450683594,177.22000122070312,172.85000610351562,0.0654761904761904
AMZN,2024-03-01,176.75,178.72999572753906,176.07000732421875,0.0681818181818181
AMZN,2024-03-04,177.52999877929688,180.13999938964844,177.49000549316406,0.0211279461279461
AMZN,2024-03-05,176.92999267578125,176.92999267578125,173.3000030517578,0.0
AMZN,2024-03-06,175.5399932861328,176.4600067138672,173.25999450683594,-0.05
AMZN,2024-03-07,174.8300018310547,177.99000549316406,173.72000122070312,0.3558441558441558
AMZN,2024-03-08,176.44000244140625,178.7899932861328,174.3300018310547,0.3571428571428571
AMZN,2024-03-11,174.30999755859375,174.47000122070312,171.47000122070312,0.5
AMZN,2024-03-12,173.5,176.75999450683594,171.97999572753906,-0.0388888888888888
AMZN,2024-03-13,175.89999389648438,177.6199951171875,175.5500030517578,0.05
AMZN,2024-03-14,177.69000244140625,179.52999877929688,176.47000122070312,0.1149999999999999
AMZN,2024-03-19,174.22000122070312,176.08999633789062,173.52000427246094,0.0166666666666666
AMZN,2024-03-20,176.13999938964844,178.52999877929688,174.63999938964844,0.2890981240981241
AMZN,2024-03-21,179.99000549316406,181.4199981689453,178.14999389648438,0.2149663299663299
AMZN,2024-03-22,177.75,179.25999450683594,176.75,0.3428571428571428
AMZN,2024-03-25,178.00999450683594,180.99000549316406,177.24000549316406,0.15
AMZN,2024-03-26,180.14999389648438,180.4499969482422,177.9499969482422,0.1968253968253968
MSFT,2024-02-28,408.17999267578125,409.29998779296875,405.32000732421875,0.0
MSFT,2024-02-29,408.6400146484375,414.20001220703125,405.9200134277344,0.056060606060606
MSFT,2024-03-01,411.2699890136719,415.8699951171875,410.8800048828125,0.0126984126984127
MSFT,2024-03-04,413.44000244140625,417.3500061035156,412.32000732421875,0.125
MSFT,2024-03-05,413.9599914550781,414.25,400.6400146484375,-0.0318181818181818
MSFT,2024-03-06,402.9700012207031,405.1600036621094,398.3900146484375,0.0666666666666666
MSFT,2024-03-07,406.1199951171875,409.7799987792969,402.239990234375,-0.2
MSFT,2024-03-08,407.9599914550781,410.4200134277344,404.3299865722656,0.0
MSFT,2024-03-11,403.760009765625,405.67999267578125,401.260009765625,0.0
MSFT,2024-03-12,407.6199951171875,415.57000732421875,406.7900085449219,0.0
MSFT,2024-03-13,418.1000061035156,418.17999267578125,411.45001220703125,-0.0079365079365079
MSFT,2024-03-14,420.239990234375,427.82000732421875,417.989990234375,0.2826704545454545
MSFT,2024-03-15,419.2900085449219,422.6000061035156,412.7900085449219,0.0
MSFT,2024-03-18,414.25,420.7300109863281,413.7799987792969,0.1392857142857143
MSFT,2024-03-19,417.8299865722656,421.6700134277344,415.54998779296875,0.0420328282828282
MSFT,2024-03-20,422.0,425.9599914550781,420.6600036621094,0.16
MSFT,2024-03-21,429.8299865722656,430.82000732421875,427.1600036621094,0.0681818181818181
MSFT,2024-03-22,429.70001220703125,429.8599853515625,426.07000732421875,0.0833333333333333
MSFT,2024-03-25,425.239990234375,427.4100036621094,421.6099853515625,0.0875
MSFT,2024-03-26,425.6099853515625,425.989990234375,421.3500061035156,0.0454545454545454
TSLA,2024-02-28,200.4199981689453,205.3000030517578,198.44000244140625,0.0106691919191919
TSLA,2024-02-29,204.17999267578125,205.27999877929688,198.4499969482422,0.1916666666666666
TSLA,2024-03-01,200.52000427246094,204.52000427246094,198.5,0.1
TSLA,2024-03-04,198.72999572753906,199.75,186.72000122070312,0.0833333333333333
TSLA,2024-03-05,183.0500030517578,184.58999633789062,177.57000732421875,0.0857142857142857
TSLA,2024-03-06,179.99000549316406,181.5800018310547,173.6999969482422,0.1288720538720538
TSLA,2024-03-07,174.35000610351562,180.0399932861328,173.6999969482422,0.2475
TSLA,2024-03-08,181.5,182.72999572753906,174.6999969482422,0.1666666666666666
TSLA,2024-03-11,175.4499969482422,182.8699951171875,174.8000030517578,-0.1672916666666666
TSLA,2024-03-12,177.77000427246094,179.42999267578125,172.41000366210938,-0.5111111111111111
TSLA,2024-03-14,167.77000427246094,171.1699981689453,160.50999450683594,0.0
TSLA,2024-03-15,163.16000366210938,165.17999267578125,160.75999450683594,-0.2124999999999999
TSLA,2024-03-18,170.02000427246094,174.72000122070312,165.89999389648438,-0.0708333333333333
TSLA,2024-03-19,172.36000061035156,172.82000732421875,167.4199981689453,0.125
TSLA,2024-03-20,173.0,176.25,170.82000732421875,0.1583333333333333
TSLA,2024-03-21,176.38999938964844,178.17999267578125,171.8000030517578,-0.05
TSLA,2024-03-22,166.69000244140625,171.1999969482422,166.3000030517578,0.0333333333333333
TSLA,2024-03-25,168.75999450683594,175.24000549316406,168.72999572753906,0.1265151515151515
TSLA,2024-03-26,178.5800018310547,184.25,177.3800048828125,0.3458333333333333
