symbol,Date,Open,High,Low,avg_sentiment_score
MSFT,2024-01-30,412.260009765625,413.04998779296875,406.45001220703125,-0.0166666666666666
MSFT,2024-01-31,406.9599914550781,415.32000732421875,397.2099914550781,-0.0012396694214876
MSFT,2024-02-01,401.8299865722656,408.0,401.79998779296875,0.2727272727272727
MSFT,2024-02-02,403.80999755859375,412.6499938964844,403.55999755859375,0.2
MSFT,2024-02-05,409.8999938964844,411.1600036621094,403.989990234375,0.0
MSFT,2024-02-06,405.8800048828125,407.9700012207031,402.9100036621094,0.0
MSFT,2024-02-07,407.44000244140625,414.29998779296875,407.3999938964844,0.1727272727272727
MSFT,2024-02-08,414.04998779296875,415.55999755859375,412.5299987792969,0.0698412698412698
MSFT,2024-02-09,415.25,420.82000732421875,415.0899963378906,0.1036796536796536
MSFT,2024-02-12,420.55999755859375,420.739990234375,414.75,0.2020833333333333
MSFT,2024-02-13,404.94000244140625,410.07000732421875,403.3900146484375,-0.0263636363636363
MSFT,2024-02-14,408.07000732421875,409.8399963378906,404.57000732421875,0.135
MSFT,2024-02-15,408.1400146484375,409.1300048828125,404.2900085449219,0.0189393939393939
MSFT,2024-02-16,407.9599914550781,408.2900085449219,403.44000244140625,0.0
MSFT,2024-02-20,403.239990234375,404.489990234375,398.010009765625,0.0
MSFT,2024-02-21,400.1700134277344,402.2900085449219,397.2200012207031,-0.1
MSFT,2024-02-22,410.19000244140625,412.8299865722656,408.57000732421875,0.0
MSFT,2024-02-26,411.4599914550781,412.1600036621094,407.3599853515625,-0.0467532467532467
MSFT,2024-02-27,407.989990234375,408.32000732421875,403.8500061035156,-0.0272727272727272
MSFT,2024-02-28,408.17999267578125,409.29998779296875,405.32000732421875,0.0
