symbol,Date,Open,High,Low,avg_sentiment_score
GOOGL,2024-01-30,152.8000030517578,153.6199951171875,151.19000244140625,-0.05
GOOGL,2024-01-31,143.6199951171875,144.0,139.8699951171875,0.1393939393939394
GOOGL,2024-02-01,142.1199951171875,143.05999755859375,140.7899932861328,-0.0238095238095238
GOOGL,2024-02-02,139.25999450683594,142.6199951171875,136.5,0.1960227272727272
GOOGL,2024-02-05,142.82000732421875,145.47000122070312,142.77999877929688,0.1666666666666666
GOOGL,2024-02-06,144.64999389648438,145.36000061035156,143.19000244140625,0.0
GOOGL,2024-02-07,144.75999450683594,145.6199951171875,143.92999267578125,0.109090909090909
GOOGL,2024-02-08,145.8300018310547,146.3300018310547,145.10000610351562,0.2382440476190476
GOOGL,2024-02-09,146.67999267578125,149.44000244140625,146.17999267578125,0.0
GOOGL,2024-02-12,148.4199981689453,149.33999633789062,147.3699951171875,-0.0159090909090909
GOOGL,2024-02-13,144.9199981689453,146.6699981689453,143.69000244140625,0.0681818181818181
GOOGL,2024-02-14,146.0800018310547,146.52000427246094,144.08999633789062,-0.0291666666666666
GOOGL,2024-02-15,143.13999938964844,143.52000427246094,140.4600067138672,0.0795454545454545
GOOGL,2024-02-16,142.99000549316406,143.19000244140625,140.13999938964844,0.35
GOOGL,2024-02-20,139.66000366210938,142.0800018310547,139.49000549316406,0.0
GOOGL,2024-02-21,141.4499969482422,142.69000244140625,140.67999267578125,0.0409090909090909
GOOGL,2024-02-22,144.92999267578125,145.0,142.8000030517578,0.0729365079365079
GOOGL,2024-02-23,143.6699981689453,144.67999267578125,143.42999267578125,-0.0561728395061728
GOOGL,2024-02-26,142.13999938964844,142.44000244140625,137.38999938964844,0.0
GOOGL,2024-02-27,138.02000427246094,139.25,137.08999633789062,0.05
GOOGL,2024-02-28,137.89999389648438,138.00999450683594,135.41000366210938,-0.075
