symbol,Date,Open,High,Low,avg_sentiment_score
TSLA,2024-01-30,195.3300018310547,196.36000061035156,190.61000061035156,0.0
TSLA,2024-01-31,187.0,193.97000122070312,185.85000610351562,0.0593181818181818
TSLA,2024-02-01,188.5,189.8800048828125,184.27999877929688,0.1714285714285714
TSLA,2024-02-02,185.0399932861328,188.69000244140625,182.0,0.0317155067155067
TSLA,2024-02-05,184.25999450683594,184.67999267578125,175.00999450683594,0.1875
TSLA,2024-02-06,177.2100067138672,186.49000549316406,177.11000061035156,-0.2375
TSLA,2024-02-07,188.17999267578125,189.7899932861328,182.67999267578125,0.0083333333333333
TSLA,2024-02-08,189.0,191.6199951171875,185.5800018310547,0.2
TSLA,2024-02-09,190.17999267578125,194.1199951171875,189.47999572753906,-0.0416666666666666
TSLA,2024-02-12,192.11000061035156,194.72999572753906,187.27999877929688,0.1166666666666666
TSLA,2024-02-13,183.99000549316406,187.25999450683594,182.11000061035156,0.2
TSLA,2024-02-14,185.3000030517578,188.88999938964844,183.35000610351562,0.06
TSLA,2024-02-15,189.16000366210938,200.8800048828125,188.86000061035156,-0.0337752525252525
TSLA,2024-02-16,202.05999755859375,203.1699981689453,197.39999389648438,0.225
TSLA,2024-02-20,196.1300048828125,198.60000610351562,189.1300048828125,0.25
TSLA,2024-02-21,193.36000061035156,199.44000244140625,191.9499969482422,-0.0625
TSLA,2024-02-22,194.0,198.32000732421875,191.36000061035156,0.3125
TSLA,2024-02-23,195.30999755859375,197.57000732421875,191.5,0.0
TSLA,2024-02-26,192.2899932861328,201.77999877929688,192.0,0.0
TSLA,2024-02-27,204.0399932861328,205.60000610351562,198.25999450683594,-0.046875
TSLA,2024-02-28,200.4199981689453,205.3000030517578,198.44000244140625,0.0136363636363636
